,Rooms,Distance,Postcode,Bathroom,Car,Propertycount,Price_per_unitArea,Type_h,Type_t,Type_u
36,0.1111111111111111,0.052854122621564484,0.06857727737973388,0.125,0.0,0.1707351488641174,0.007645389557981266,1,0,0
37,0.1111111111111111,0.052854122621564484,0.06857727737973388,0.125,0.1,0.1707351488641174,0.008244356796545897,1,0,0
38,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.1,0.14463101453365318,0.0037137778894587867,0,1,0
41,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0029314231524712937,1,0,0
42,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.2,0.14463101453365318,0.003934373757349337,0,1,0
43,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.002723008234311614,1,0,0
44,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.004001034671698348,0,0,1
45,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0014443475406284093,1,0,0
46,0.3333333333333333,0.2854122621564482,0.042988741044012284,0.125,0.2,0.14463101453365318,0.0016607517393427717,1,0,0
47,0.5555555555555556,0.2854122621564482,0.042988741044012284,0.375,0.2,0.14463101453365318,0.0008548508853138897,1,0,0
48,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.005571361684645356,0,1,0
49,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.00495374081444269,0,0,1
50,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.006030263073865793,0,0,1
51,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.6,0.14463101453365318,0.0009944957431937277,1,0,0
53,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0038059907940909865,0,0,1
54,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0030367319186022485,0,0,1
55,0.4444444444444444,0.2854122621564482,0.042988741044012284,0.25,0.2,0.14463101453365318,0.0015929509363623636,1,0,0
56,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.2,0.14463101453365318,0.005784804191259512,0,1,0
57,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.2,0.14463101453365318,0.0010125726582076737,1,0,0
58,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0037811777343540625,0,0,1
59,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.2,0.14463101453365318,0.0012450087766077292,1,0,0
60,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0013621498997985365,1,0,0
61,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.5,0.14463101453365318,0.0022069218597998595,1,0,0
62,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.001462524579901357,1,0,0
63,0.3333333333333333,0.2854122621564482,0.042988741044012284,0.375,0.4,0.14463101453365318,0.0018591503153740617,1,0,0
64,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.375,0.2,0.14463101453365318,0.0018643845292330072,1,0,0
65,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.2,0.14463101453365318,0.0021952272494569817,1,0,0
66,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.3,0.14463101453365318,0.0016209371811221095,1,0,0
67,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.1,0.14463101453365318,0.004533315208378993,0,1,0
68,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.1,0.14463101453365318,0.0037749479600361078,0,1,0
69,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0014750350292109763,1,0,0
70,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.00162867088831195,1,0,0
71,0.1111111111111111,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.004903786185235123,0,0,1
72,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.25,0.1,0.14463101453365318,0.0038750978396287017,1,0,0
73,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.2,0.14463101453365318,0.0013322260974006693,1,0,0
74,0.3333333333333333,0.2854122621564482,0.042988741044012284,0.375,0.2,0.14463101453365318,0.0023981295919523376,1,0,0
75,0.2222222222222222,0.2854122621564482,0.042988741044012284,0.125,0.1,0.14463101453365318,0.0015422239059442804,1,0,0
76,0.3333333333333333,0.2854122621564482,0.042988741044012284,0.125,0.2,0.14463101453365318,0.0019256462573300794,1,0,0
77,0.3333333333333333,0.2854122621564482,0.042988741044012284,0.25,0.3,0.14463101453365318,0.0018272810272225105,1,0,0
78,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.01477606978238085,1,0,0
79,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.012699535962136995,1,0,0
81,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.0,0.13597667089976953,0.020168828113554145,1,0,0
82,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.01536935785749643,1,0,0
83,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.01044569158058905,1,0,0
84,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.012883365159732714,1,0,0
85,0.3333333333333333,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.02098525877993826,1,0,0
86,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.2,0.13597667089976953,0.0028495238147857238,0,1,0
87,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.01901823960133721,1,0,0
88,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.014815889144481606,1,0,0
89,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.009830931707945259,1,0,0
90,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.027982824879131778,1,0,0
91,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.010432514772782769,1,0,0
93,0.4444444444444444,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.012290747937169496,1,0,0
94,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.014004822585516326,1,0,0
96,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.00469980478263755,1,0,0
98,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.012311990643523965,1,0,0
99,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.015419235633428294,1,0,0
100,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.01316121536770704,1,0,0
101,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.012614964402912515,1,0,0
105,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.024461023519998196,1,0,0
106,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.011646401767856682,1,0,0
109,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.013688454656766068,1,0,0
110,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.012368343209626655,1,0,0
113,0.3333333333333333,0.06976744186046512,0.21084953940634596,0.25,0.1,0.13597667089976953,0.016281976647693434,1,0,0
114,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.1,0.13597667089976953,0.015026074199850208,1,0,0
115,0.1111111111111111,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.01728368150961204,1,0,0
116,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.0,0.13597667089976953,0.01862224758248726,1,0,0
117,0.2222222222222222,0.06976744186046512,0.21084953940634596,0.25,0.2,0.13597667089976953,0.01648306533910376,1,0,0
119,0.0,0.06976744186046512,0.21084953940634596,0.125,0.0,0.13597667089976953,0.01693915148135487,1,0,0
120,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.4,0.08569681576595645,0.0031113930064228805,1,0,0
121,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.25,0.2,0.08569681576595645,0.007326105368829046,1,0,0
122,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.25,0.2,0.08569681576595645,0.00492230950759822,1,0,0
123,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.1,0.08569681576595645,0.0038476085531829493,1,0,0
125,0.1111111111111111,0.13530655391120508,0.07983623336745138,0.125,0.1,0.08569681576595645,0.008220716797993572,0,0,1
126,0.1111111111111111,0.13530655391120508,0.07983623336745138,0.25,0.3,0.08569681576595645,0.007124672313424507,0,1,0
128,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.375,0.2,0.08569681576595645,0.003915470984644568,1,0,0
129,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.125,0.2,0.08569681576595645,0.0034729910959723992,1,0,0
130,0.1111111111111111,0.13530655391120508,0.07983623336745138,0.125,0.1,0.08569681576595645,0.006120713709865397,0,0,1
131,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.2,0.08569681576595645,0.004062471093333399,1,0,0
132,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.2,0.08569681576595645,0.004953306426362625,1,0,0
133,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.125,0.1,0.08569681576595645,0.006578098840842127,1,0,0
137,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.125,0.2,0.08569681576595645,0.0014847770636282492,1,0,0
138,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.2,0.08569681576595645,0.004622387086893207,1,0,0
139,0.2222222222222222,0.13530655391120508,0.07983623336745138,0.0,0.0,0.08569681576595645,0.0033125178709297112,1,0,0
140,0.3333333333333333,0.13530655391120508,0.07983623336745138,0.25,0.3,0.08569681576595645,0.004472259608990455,1,0,0
141,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.001889478445551158,1,0,0
142,0.4444444444444444,0.29175475687103597,0.01842374616171955,0.375,0.3,0.2310333474436762,0.0027553259800980907,1,0,0
143,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.003281971510962007,0,1,0
144,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.002926530624426461,1,0,0
145,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.125,0.4,0.2310333474436762,0.0014859743481237088,1,0,0
146,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.375,0.6,0.2310333474436762,0.0021807153946185823,1,0,0
147,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.002662092277772658,0,0,1
148,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.008607499247959956,0,0,1
149,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.0013528584559157333,1,0,0
150,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.0016251319147180786,1,0,0
151,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.0034397825185919807,0,0,1
152,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.4,0.2310333474436762,0.002228802584927138,1,0,0
153,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.00383332984507294,0,1,0
154,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.005465480756167467,0,0,1
155,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.0019772355624792085,1,0,0
156,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.005014555145651904,0,0,1
157,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.0035139615230645525,0,0,1
158,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.004849774327259426,0,1,0
161,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.0014062245555760866,1,0,0
162,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.004768979711913845,0,1,0
163,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.014712269033121185,0,0,1
164,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.4,0.2310333474436762,0.0012396740784150204,1,0,0
165,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.005007263631450799,0,0,1
166,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.004404750378421412,0,0,1
167,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.014499356818448928,0,0,1
168,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.0013845072875763793,1,0,0
169,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.004477316379314508,0,0,1
170,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.002571524273504576,1,0,0
171,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.0020243789061921277,1,0,0
172,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.0017152456811741325,1,0,0
173,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.0,0.2310333474436762,0.0030250811795148004,0,1,0
174,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.375,0.1,0.2310333474436762,0.0019568959443907246,1,0,0
175,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.0037734469508827933,0,0,1
176,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.125,0.0,0.2310333474436762,0.001628968786443353,1,0,0
177,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.004517120795622948,0,0,1
178,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.2,0.2310333474436762,0.0018136438158382455,1,0,0
179,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.0015969673481534908,1,0,0
180,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.002082989695492787,1,0,0
181,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.25,0.1,0.2310333474436762,0.014499356818448928,0,0,1
182,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.4,0.2310333474436762,0.0016274218816558004,1,0,0
183,0.2222222222222222,0.29175475687103597,0.01842374616171955,0.125,0.2,0.2310333474436762,0.001534329903916676,1,0,0
184,0.3333333333333333,0.29175475687103597,0.01842374616171955,0.25,0.3,0.2310333474436762,0.0022736749574566394,1,0,0
185,0.1111111111111111,0.29175475687103597,0.01842374616171955,0.125,0.1,0.2310333474436762,0.004707834286457797,1,0,0
186,0.4444444444444444,0.2346723044397463,0.0255885363357216,0.375,0.6,0.22308452095385917,0.0023902751375901162,1,0,0
187,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0018725992679643163,1,0,0
188,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0017155266554134477,1,0,0
189,0.1111111111111111,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.007510639316168262,0,1,0
190,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0028301733401594263,1,0,0
191,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0016102045141442086,1,0,0
192,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.001433660114759593,1,0,0
194,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.002333803273344286,1,0,0
195,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.001660620646792646,1,0,0
196,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.4,0.22308452095385917,0.0020134774688480225,1,0,0
197,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0015883858121234266,1,0,0
198,0.1111111111111111,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.00338611697407185,0,1,0
199,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.4,0.22308452095385917,0.001449396718204228,1,0,0
200,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.25,0.2,0.22308452095385917,0.005369152994168787,1,0,0
201,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0015133270742795947,1,0,0
202,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.4,0.22308452095385917,0.0014058468199592109,1,0,0
203,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0015469438965973145,1,0,0
204,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0016102658642245,1,0,0
205,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0015655073328092386,1,0,0
206,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.25,0.4,0.22308452095385917,0.002907599202100684,1,0,0
207,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.25,0.2,0.22308452095385917,0.0029729311693425823,1,0,0
208,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.0017410936973089436,1,0,0
209,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.25,0.1,0.22308452095385917,0.0020313272707094816,1,0,0
210,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.4,0.22308452095385917,0.0017550096663842395,1,0,0
211,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0012899561107966894,1,0,0
212,0.1111111111111111,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.001052002329693515,1,0,0
213,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.25,0.3,0.22308452095385917,0.001877075705301957,1,0,0
214,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.2,0.22308452095385917,0.0017384407395996152,1,0,0
215,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.3,0.22308452095385917,0.0014111499539323077,1,0,0
216,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.375,0.1,0.22308452095385917,0.004546075358230926,0,1,0
217,0.3333333333333333,0.2346723044397463,0.0255885363357216,0.125,0.4,0.22308452095385917,0.0024789742783919147,1,0,0
218,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.001578798890367267,1,0,0
219,0.2222222222222222,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.0014510452370023032,1,0,0
220,0.1111111111111111,0.2346723044397463,0.0255885363357216,0.125,0.1,0.22308452095385917,0.0024969525599638012,0,0,1
222,0.1111111111111111,0.1331923890063425,0.14636642784032752,0.125,0.0,0.2091623159776116,0.0007082935635653256,0,0,1
224,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.25,0.2,0.2091623159776116,0.01661542643281943,0,1,0
225,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.25,0.2,0.2091623159776116,0.009036485405198285,1,0,0
227,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.125,0.1,0.2091623159776116,0.011948079520495937,1,0,0
231,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.25,0.1,0.2091623159776116,0.013895619442597455,1,0,0
235,0.4444444444444444,0.1331923890063425,0.14636642784032752,0.25,0.2,0.2091623159776116,0.0029084123164115953,1,0,0
238,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.25,0.2,0.2091623159776116,0.00889065295823526,0,1,0
240,0.0,0.1331923890063425,0.14636642784032752,0.25,0.1,0.2091623159776116,0.013846705534831711,1,0,0
245,0.1111111111111111,0.1331923890063425,0.14636642784032752,0.125,0.0,0.2091623159776116,0.006654003796507523,1,0,0
247,0.0,0.1331923890063425,0.14636642784032752,0.125,0.0,0.2091623159776116,0.0004320246894057423,0,0,1
248,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.25,0.2,0.2091623159776116,0.0060693942000783875,1,0,0
249,0.3333333333333333,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.0060693942000783875,1,0,0
252,0.1111111111111111,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.009185991589554915,1,0,0
253,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.375,0.1,0.2091623159776116,0.010338717073239953,1,0,0
255,0.1111111111111111,0.1331923890063425,0.14636642784032752,0.25,0.0,0.2091623159776116,0.012738699189355506,1,0,0
259,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.008446794698277575,1,0,0
263,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.007968685447958016,1,0,0
267,0.1111111111111111,0.1331923890063425,0.14636642784032752,0.125,0.1,0.2091623159776116,0.0008372283394515694,0,0,1
269,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.00954070378345378,1,0,0
274,0.2222222222222222,0.1331923890063425,0.14636642784032752,0.125,0.2,0.2091623159776116,0.014866679234824579,0,1,0
276,0.3333333333333333,0.1331923890063425,0.14636642784032752,0.375,0.4,0.2091623159776116,0.004987533651847811,1,0,0
284,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.2,0.2905789944028973,0.004252029143761879,1,0,0
286,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.25,0.2,0.2905789944028973,0.006826588555672291,1,0,0
287,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.0014402652268437049,0,0,1
288,0.3333333333333333,0.12473572938689219,0.032753326509723645,0.375,0.1,0.2905789944028973,0.005260575105977044,1,0,0
289,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.2,0.2905789944028973,0.0027117802629668362,1,0,0
290,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.25,0.2,0.2905789944028973,0.0046079496126858795,1,0,0
291,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.004482206463978726,1,0,0
293,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.004483371562435143,1,0,0
294,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.005322847955754821,1,0,0
295,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.00446023220417051,1,0,0
296,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.2,0.2905789944028973,0.0037125823699026457,1,0,0
297,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.0038211331304092737,1,0,0
298,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.00877408458473879,1,0,0
299,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.0075441626561831366,1,0,0
300,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.2,0.2905789944028973,0.004040754235899103,0,0,1
301,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.2,0.2905789944028973,0.002725461596456604,1,0,0
303,0.2222222222222222,0.12473572938689219,0.032753326509723645,0.125,0.0,0.2905789944028973,0.003852375188159737,1,0,0
304,0.1111111111111111,0.12473572938689219,0.032753326509723645,0.125,0.1,0.2905789944028973,0.0046080370972717295,1,0,0
